Column1,Kichwa,Spanish,Sentimineto
1495,rakikyupay,denominador,neutro
1496,rakikyupaykuna,numeros divisores,neutro
1497,rakinakuy,distribucion,neutro
1498,rakinchi,submultiplo,neutro
1499,rakiri,parte  seccion,neutro
1500,rakirikuska,partes,neutro
1501,rakirikyupay,numerador,neutro
1502,raku,grueso,neutro
1503,raku chunchulli,intestino grueso,neutro
1504,raku kushma,abrigo,neutro
1505,raku purutu,poroton,neutro
1506,rakuyay,grosor o espesor,neutro
1507,rantimpana,intercambiar.,neutro
1508,rantimpayni,reciprocidad.,positivo
1509,rantina,comprar,positivo
1510,rantinpa pankakuna,documentos comerciales,neutro
1511,rantinpak  ayni,reciprocidad,positivo
1512,rantinpaktak,conmuntativa,neutro
1513,rantinpanka,factura,neutro
1514,rantinpankaku,tarjeta de credito,neutro
1515,ranziyu,gringos  ingleses,neutro
1516,ranziyukunapak mamallakta,pai­s anglosajona,neutro
1517,rasu,solido agua,neutro
1518,rasuyay,solidificacion agua,neutro
1519,ratata,fuego energi­a,neutro
1520,ratata allpa,polvora,neutro
1521,ratata urku,fuego del volcan,negativo
1522,rawmay,podar,neutro
1523,rawrana,arder,negativo
1524,rawranay kaspikuchuna kapak,caballero de la ardiente espada,neutro
1525,rayku,ocasion,neutro
1526,raymi,junio  fiesta,neutro
1527,raymi killa,junio,neutro
1528,razu,nevado,neutro
1529,rikcha,semejanza,positivo
1530,rikcha,semejanza  congruencia,positivo
1531,rikcha kutirik,factor comun,neutro
1532,rikchachani,valor semejante,neutro
1533,rikchak,foto,neutro
1534,rikchak,foto  fotografi­a  semejante,neutro
1535,rikchakmaytu,carrete de fotos  rollo de pelicula para fotos,neutro
1536,rikchay/suyu,figura,neutro
1537,rikchayachiy,genetica,neutro
1538,rikra,brazo,neutro
1539,rikra uku,axila,neutro
1540,rikramuku,codo,neutro
1541,riksi,conocido,positivo
1542,riksichik yuyay,presentacion,positivo
1543,riksichikyuyay,presentacion,positivo
1544,riksina,conocer,positivo
1545,riksiri,identidad persona,positivo
1546,riksishka,conocido,neutro
1547,rikuchi,manifestacion,neutro
1548,rikuchik ruka,dedo indice,neutro
1549,rikuchikkuna,indicadores,neutro
1550,rikuchina,exponer,positivo
1551,rikuchishuyu,pictograma o icono,positivo
1552,rikuchiy,i­ndice,neutro
1553,rikuna,mirar,neutro
1554,rikurayana,controlar,positivo
1555,rikurik,vista  que se ha visto,neutro
1556,rikuypacha,paisaje,neutro
1557,rimak,hablante,neutro
1558,rimana,relatar  hablar,positivo
1559,rimanakuna,dialogar,positivo
1560,rimarikuna,expresiones  conversaciones,neutro
1561,rimayachakuy,seminario,neutro
1562,rimaykachay,discurso,neutro
1563,rimaytaki,copla,positivo
1564,rinri,oreja  oido,neutro
1565,rinri kuru,caracol del oi­do,neutro
1566,rinrina,arete,neutro
1567,ripana,ir,neutro
1568,ripankalli,boleto o ticket de avion  tren  autobus,neutro
1569,ritimuna,energia,positivo
1570,ritirina kuska,lugares energeticos,positivo
1571,ritiwayra,energi­a eolica,positivo
1572,ritiy,energi­a eolica,positivo
1573,ruka,dedo,neutro
1574,ruku,viejo,neutro
1575,ruku yaya / ruku tayta,anciano,neutro
1576,rukutu uchu,aji­ picante,neutro
1577,rumiyashka,fosil,neutro
1578,runa,ser humano,neutro
1579,runakak,ser humano,neutro
1580,runapachakay,humanidad,neutro
1581,runapak aycha,el cuerpo humano,neutro
1582,runashina,personaje,neutro
1583,runayay pacha yuyay,evolucion del hombre,positivo
1584,runpaki,pelota de futbol,neutro
1585,ruparishka,quemadura,negativo
1586,rupariykuna,combustion,negativo
1587,rurakay,deber hacer  obligacion,positivo
1588,rurana,aplicar,positivo
1589,rurarayana,ejercitar.,positivo
1590,rurarayana,ejercitar,positivo
1591,rurarayay,ejercitar,positivo
1592,rurashkayuyay,antecedente,negativo
1593,ruray,funcion  edificar  construir,positivo
1594,ruray paktachi,rol funcion,neutro
1595,ruraykatichiy,programa agenda,neutro
1596,rurayri ñan,proceso operativo,neutro
1597,rurukuna,frutas,neutro
1598,ruwana,poncho,neutro
1599,mayu,rio,neutro
1600,sacha,selva,neutro
1601,sacha wiwa,animal silvestre.,neutro
1602,sachana,forestar,negativo
1603,sachayu,silvestre,neutro
1604,sakina,abandonar  dejar,negativo
1605,sakiriy,quedarse,negativo
1606,sakishka,abandonado  dejado,negativo
1607,sakma,bofetada,negativo
1608,sakmay,abofetear,negativo
1609,sakra,brujo,neutro
1610,sakrachiy,hacer brujeria,negativo
1611,sakray,embrujar  hechizar  echar maleficios,negativo
1612,saksana,hartar,negativo
1613,salliy,azufre,neutro
1614,samana,descansar,positivo
1615,samay,aliento  respiracion,positivo
1616,samaytu,aura,neutro
1617,sami,variedad  clase,neutro
1618,saminay,herencia,positivo
1619,saminchashka,bendito,positivo
1620,saminchay,bendecir,positivo
1621,samiyachiy,clasificacion,neutro
1622,sanka,cerco  excavacion,neutro
1623,sanku,espeso,neutro
1624,sapalla,viudo  viuda,negativo
1625,sapalla nipapurachi,correspondencia biuni­voca,neutro
1626,sapalla rikcha kutirik,factor comun monomio,neutro
1627,sapalla shuti,sustantivo individual,neutro
1628,sapallu,sapallo,neutro
1629,sapan,cada quien - cada uno,neutro
1630,sapan kawsaykuna,racismo,negativo
1631,sapansami chain,poblacion estadistica,neutro
1632,sapansami chani,poblacion estadistica,neutro
1633,sapapurachi,inyectiva,neutro
1634,sapi,raiz,neutro
1635,sapsi,caracteristicas,neutro
1636,sapsi  imakay,caracteristicas,neutro
1637,sapsikuna,caracteristicas,neutro
1638,sara,maiz,neutro
1639,saran,rendija,neutro
1640,sarun / kaynapak kayna,anteayer,neutro
1641,sasa yuyay,oracion compuesta,positivo
1642,sasa yuyay,oracion compuesta,positivo
1643,sasak,dificil,negativo
1644,sasamanta,dificilmente,negativo
1645,sasasapa,dificultad,negativo
1646,sasi,noviembre,neutro
1647,sasi killa,noviembre,neutro
1648,satina,meter,neutro
1649,satirishka,metido  metiche,negativo
1650,sawarina warmi,novia  prometida,positivo
1651,saylla,hora,neutro
1652,sayllachik,horario,neutro
1653,sayllachikancha,husos horarios,neutro
1654,sayni,lila,neutro
1655,saywa,lindero  limite,negativo
1656,sayway,limitacion,negativo
1657,sañukata,tejado,neutro
1658,shanu  uki,cafe  color,neutro
1659,shayak,vertical,neutro
1660,shaykushka,cansado,negativo
1661,shayri,tabaco,neutro
1662,shayriyay,tabaquismo,neutro
1663,shañu  kiwi,cafe  planta,neutro
1664,shikra,bolso  cartera,neutro
1665,shikshi,comezon,negativo
1666,shimi,boca,neutro
1667,shimi kamachik,gramatica,positivo
1668,shimi kara,labio,neutro
1669,shimi kiru,diente,neutro
1670,shimi millma,bigote barba,neutro
1671,shimiki,si­laba,neutro
1672,shimiku,morfema,neutro
1673,shimiku yuyay awariy,morfosintaxis,neutro
1674,shimikukancha yachay,morfologia,neutro
1675,shimininakuy,prometerse mutuamente,positivo
1676,shiminishka,promesa,positivo
1677,shiminiy,prometer,positivo
1678,shimisapa,chismoso,negativo
1679,shimiyari,relacion,positivo
1680,shimiyuk kamu,diccionario,positivo
1681,shina,ejemplo,neutro
1682,shina imallichik,adverbio de modo,neutro
1683,shinalla  rikchalla,parecido a,neutro
1684,shinashinalla,sencillo,neutro
1685,shipir,cuña,neutro
1686,shiray,droga,negativo
1687,shitana,arrojar  tirar,negativo
1688,shiwi,anillo,neutro
1689,shuk,uno  1,positivo
1690,shuk patay paktachani,ecuacion de primer grado,positivo
1691,shukkuna,unos,positivo
1692,shukllamanta nipapurachi,correspondencia univoca,neutro
1693,shukllayashka,unidad,neutro
1694,shukniki kallari yachay,primer nivel,neutro
1695,shukniki patayay,primer tramo,neutro
1696,shuknipa yuyay,oracion unimembre,neutro
1697,shukta charik tantanakuykuna,potencias dominantes,positivo
1698,shuktak,otro,neutro
1699,shuktakkuna,otros,neutro
1700,shuktayachik,caso,neutro
1701,shuktayay,derivados,positivo
1702,shukyachina,fusionar,positivo
1703,shukyachishka,unificado grafia,neutro
1704,shunku,nucleo  corazon,neutro
1705,shunku ruka / chawpi ruka,dedo del corazon  dedo del medio,neutro
1706,shunku yuyay,idea central,positivo
1707,shunkuna,humildad,positivo
1708,shunkushka,presentimiento,positivo
1709,shunkuyuk,humilde,positivo
1710,shunkuyuyay,intencion,positivo
1711,shushuna,filtrar,positivo
1712,shutikuna,nomenclatura,neutro
1713,shutillatak,verdadero/a,positivo
1714,shutilli,adjetivo,neutro
1715,shutintak,en verdad,neutro
1716,shutipak rantikuna,pronombres personales,neutro
1717,shutipi (llaktapak shutipi),representacion,neutro
1718,shutiranti,pronombre,neutro
1719,shutiy,verdad,positivo
1720,shuwana,robar,positivo
1721,shuyay,esperar,positivo
1722,shuyu,imagen  dibujo  grafico,neutro
1723,shuyu nikichik,ordenador grafico,neutro
1724,shuyuchik chakata,rosa de los vientos,positivo
1725,shuyutupukamachi,sistema geometrico,positivo
1726,shuyutupukamay,geometria,neutro
1727,shuyutupukamaychi,sistema geometrico,neutro
1728,shuyutupumanya,figura geometrica,neutro
1729,siki,nalga,negativo
1730,siki tullu / siki chupa tullu,coxis,neutro
1731,siki utuku,ano,negativo
1732,siklla,gentil,positivo
1733,sinchi,duro,negativo
1734,sinchi aycha,musculo,neutro
1735,sinchi rumi,solido,neutro
1736,sinchi rumpa,esfera solida,neutro
1737,sinchi wiru,cilindro solido,neutro
1738,sinchikay,resistencia,positivo
1739,sinchikuy,esfuerzo,positivo
1740,sinchiruna,valiente,positivo
1741,sinchiyachik,acentuacion/ atrevido,neutro
1742,sinchiyachik unancha,signo de exclamacion,neutro
1743,sinchiyachiy,atreverse,neutro
1744,sinchiyashka,dureza,positivo
1745,sinchiyay,solidificacion,neutro
1746,sinchiyuyana,razon,positivo
1747,sinchiyuyarishka,razonado,positivo
1748,sinka,nariz,neutro
1749,sinka utuku,fosa nasal,neutro
1750,sinkanku,elefante,neutro
1751,sirana,coser,neutro
1752,sirik,horizontal,neutro
1753,sirina,acostar,positivo
1754,sirma,electricidad,neutro
1755,sirpa,traicion,negativo
1756,sirpak,traidor,negativo
1757,sirpashka,traicionado,negativo
1758,sirpay,traicionar,negativo
1759,sisa,flor,positivo
1760,siti,muñeco,neutro
1761,sitwa,julio,neutro
1762,sitwa killa,julio,neutro
1763,suchu,parali­tico,neutro
1764,sukta,seis  6,neutro
1765,sukta chunka,sesenta  60,neutro
1766,sukta pakta umiña,cubo o exaedro,neutro
1767,sukta patsak,seiscientos  600,neutro
1768,suktachishka tiksi umiña,poliedro hexagonal,neutro
1769,suktachishka umiña,poliedro hexagonal,neutro
1770,suku,gris  carrizo,neutro
1771,sulka kitilli,parroquia,neutro
1772,sulka kitilli ,parroquia,neutro
1773,sumak,bonito  hermoso  bello  rico  excelente,positivo
1774,sumak killka,caligrafia,neutro
1775,sumak kuska,zona  lugar turistica,positivo
1776,sumak kuskakamay,turismo,positivo
1777,sumak kuskakuna,lugares turi­sticos,positivo
1778,sumak napaywan,saludos cordiales,positivo
1779,sumak rimariy,literario,neutro
1780,sumak rimay yachay,literatura,neutro
1781,sumak rimayachak,literato,neutro
1782,sumak rimayachay,literatura,neutro
1783,sumak rimaysami,genero literario,neutro
1784,sumak rimaysami (w),genero literario,neutro
1785,sumak yupay,honra  honor,positivo
1786,sumakillka,caligrafia.,neutro
1787,sumakyachik rimay,figura literaria,neutro
1788,sumakyachik yura,planta ornamental,neutro
1789,sumakyachina,respeto  respetuoso,positivo
1790,sumaychana - muchana,respetar,positivo
1791,sumaychay,respeto,positivo
1792,suni,longitud,neutro
1793,sunikuchu,angulo llano o plano,neutro
1794,sunisuytu,regla o regleta,neutro
1795,sunitupu,medida de longitud,neutro
1796,suniwachi,jabalina,neutro
1797,suniyachik kuchu,angulo suplementario,neutro
1798,suniyak,linea,neutro
1799,sunka ,barba,neutro
1800,sunkana  tsunkana,absorber,neutro
1801,sunturpawkar,lanza,neutro
1802,supa  pakpa  karachi,fibra cabuyo,neutro
1803,surkuy,sacar,neutro
1804,suytuyashka kullka,prisma rectangular,neutro
1805,suyu,region,neutro
1806,suyu rikuchik iñu,puntos cardinales,neutro
1807,suyuta rikuchik anta,brujula,positivo
1808,taki,musica,positivo
1809,takina,cantar,positivo
1810,takina,tocar musica,positivo
1811,takiwayrariy,aerobico,positivo
1812,takzu,tacso,neutro
1813,tallpa,camisa,neutro
1814,talpa,blusa,neutro
1815,tampu,posta,neutro
1816,tampul,desorden,negativo
1817,tampulyachay,conocimiento desordenado,negativo
1818,tanapay,ayudar  favor,positivo
1819,tantachi unancha,signo de agrupacion,neutro
1820,tantachina,agrupar,neutro
1821,tantachipakta,asociativa,positivo
1822,tantachishka,conjunto,neutro
1823,tantachishka tantariy,union de conjuntos,neutro
1824,tantachishkakunapa kutinchipaktachi,propiedades de la interseccion,neutro
1825,tantachishkakunapa sami,clases de conjuntos,neutro
1826,tantachishkakunata paktachiy,complementacion de conjuntos,neutro
1827,tantachishkakunata raki,particion de conjuntos.,neutro
1828,tantachishkakunata rakiy,particion de conjuntos de conjuntos,neutro
1829,tantachishkakunata tukuyyachi,complementacion de conjuntos,neutro
1830,tantachishkamanta anchuchi,diferencia de conjuntos,neutro
1831,tantachishkapa yapaypaktachikuna,propiedades de la union o adicion,positivo
1832,tantachishkata kutinkutinchi,conjunto potencia,neutro
1833,tantachishkata kutinkutinchiy,conjunto potencia,neutro
1834,tantachiy,agrupacion  recoger,positivo
1835,tantachiy rurayri,union de conjuntos,neutro
1836,tantachiy unancha,signo de agrupacion,neutro
1837,tantachiyachay,unidad didactica,neutro
1838,tantallalawsay,reino,positivo
1839,tantalli,panecillo  pan pequeño,neutro
1840,tantanakuy,organizacion,positivo
1841,tantari yachaypa yupay,numero de la unidad,neutro
1842,tantarikillka,acta,neutro
1843,tantariku,subconjunto,neutro
1844,tantarimanta killka,acta,neutro
1845,tantarinakuy,asamblea,neutro
1846,tantariypa niki,orden del di­a,positivo
1847,tapuk shutiranti,pronombre interrogativo,neutro
1848,tapuk yuyay,oracion interrogativa,negativo
1849,tapuy,preguntar,positivo
1850,tapuykutichina,entrevistar,positivo
1851,tapyaruna,mago,neutro
1852,tapyay,embrujar,negativo
1853,tarina,encontrar,positivo
1854,taripana,examen,positivo
1855,taripana,investigar,positivo
1856,taripapuk,juez,negativo
1857,taripay,averiguar,neutro
1858,taripayhapi,descubrir,positivo
1859,taririklla paktachik,complemento circunstancial,neutro
1860,tarpuna,sembrar,positivo
1861,tarpuy,sembrar,positivo
1862,tarpuymirariy,implementacion,positivo
1863,taruka,venado,neutro
1864,taslla,elegante,neutro
1865,tatki,minuto,neutro
1866,tatki chumpiku,cinta metrica,neutro
1867,tatkikutinchi,multiplo del metro,neutro
1868,tatkirakinchi,submultiplo del metro,neutro
1869,tawa,cuadrado,neutro
1870,tawakunapa puchu,diferencia de cuadrados.,neutro
1871,tawantin,precision,positivo
1872,tawantinsuyu,imperio,negativo
1873,tawasampa,corona grande de plumas de guacamayo,neutro
1874,tawasuyu,puntos cardinales,neutro
1875,tawatatki,metro cuadrado,neutro
1876,tawayashka kullka,prisma cuadrangular,neutro
1877,tawka,mucho  bastante  monton,positivo
1878,tawka kawsay,pluricultural,positivo
1879,tawka kilkanancha kutinchichiy,factorizacion de polinomios en general,neutro
1880,tawka rikcha kutirik,factor comun polinomio,neutro
1881,tawri,chocho,neutro
1882,tay,gol,neutro
1883,kurpa,terron,neutro
1884,thuka,saliva,neutro
1885,allpa,tierra,positivo
1886,yurak allpa,tierra blanca,positivo
1887,tsala allpa,tierra esteril,negativo
1888,alli allpa,tierra fertil,positivo
1889,yana allpa,tierra negra,negativo
1890,puka allpa,tierra roja,negativo
1891,tikrak shimiki,si­laba inversa,neutro
1892,tikrana,volver,positivo
1893,tikratarpuy,reforestacion,positivo
1894,tikray,traducir  convertirse,positivo
1895,tiksi,base o basico,neutro
1896,tiksi yachaykuna,contenidos basicos,neutro
1897,tiksi yuyay,fundamentacion,neutro
1898,tiksitupu,unidad de medida fundamental,neutro
1899,tiksiy,fundar,positivo
1900,tiksiyay mutsuykuna,servicios basicos,positivo
1901,tinkina,unir,positivo
1902,tinkirik yuyay,oracion coordinada,neutro
1903,tinkuchik,concordancia,neutro
1904,titi,plomo,neutro
1905,titichaska,minerales,neutro
1906,titu,acrobacia,neutro
1907,tituyashka,gimnasia,positivo
1908,tiya mama,tia,positivo
1909,tiyak,existe,positivo
1910,tiyak chanikunata paktachik,balance situacional,neutro
1911,tiyak yupay,numero natural,positivo
1912,tiyashkata rikuchik,balance de comprobacion,positivo
1913,tiyay,posicion,neutro
1914,tiyu yaya / tiyu tayta,tio,positivo
1915,tsawar,penco,neutro
1916,tsia,huevo de parasito  liendra,neutro
1917,tsiklla,recto,neutro
1918,tsiknina,odiar,negativo
1919,tsini,ortiga,negativo
1920,tsini kuru,larva,neutro
1921,tsunka,sorbete,neutro
1922,tsunkana,chupar,negativo
1923,tukapu,prenda de gala de mujer,positivo
1924,tuku  putu ,tronco,neutro
1925,tukuchina  puchukana,consumir,positivo
1926,tukuchiy,conclusion,positivo
1927,tukuna,disfraz,neutro
1928,tukuraya,generalidades,neutro
1929,tukurik,finito.,neutro
1930,tukurik tantachishka,conjunto finito,neutro
1931,tukurina,acabar  terminar,positivo
1932,tukuriy,fin,positivo
1933,tukushka,efecto,neutro
1934,tukuy hillaykuna,aparatos de medicion,positivo
1935,tukuy shuti,nombre comun,positivo
1936,tukuy yupaychi,numeros reales,positivo
1937,tukuyllikuna,generalidades,positivo
1938,tukuyta shukllayachik,globalizacion,positivo
1939,tukuyyashka yupay,numero entero,positivo
1940,tukyana,erupcionar,negativo
1941,tukyay,explotar,positivo
1942,tullillak,invertebrado,neutro
1943,tullpu,color,positivo
1944,tullpukuna,colores,positivo
1945,tullpushka,teñido,neutro
1946,tullu,hueso,neutro
1947,tullupaki,fractura,negativo
1948,tulukancha,vivero,positivo
1949,tunkuri,esofago,neutro
1950,tupu,medida,neutro
1951,tupukamaychi,sistema de medida,positivo
1952,tupuna,medir,neutro
1953,tupuy,medida,neutro
1954,turi,hermanos,positivo
1955,turu,lodo,negativo
1956,turuwan makiruray pacha,periodo formativo,positivo
1957,tushuna,danzar,positivo
1958,tuta,noche,negativo
1959,tuta suyu,oeste,neutro
1960,tutamanta,madrugada,negativo
1961,tutamikuy,cenar,positivo
1962,tutayana,anochecer,positivo
1963,tutura,totora,neutro
1964,uchilla,pequeno,negativo
1965,uchilla killka,letra minuscula,neutro
1966,uchilla tatki,segundo,neutro
1967,uchillakillka,miniscula,neutro
1968,uchillayachishka yuyay,resumen,positivo
1969,uchillayachishka yuyay (w),resumen,positivo
1970,uchu,aji,negativo
1971,uka,oca,positivo
1972,ukku,cuerpo humano,positivo
1973,ukkukara kuruta,cutaneo,positivo
1974,ukkukuyuchik,extremidad,positivo
1975,ukkukuyurikancha,motricidad,positivo
1976,ukkukuyuykamay,cultura fisica,positivo
1977,ukkunanchachiy,expresion corporal,positivo
1978,ukkupa kuskaritimuna,chakra)del cuerpo humano,neutro
1979,ukkurupay,fiebre,negativo
1980,ukkuskayku,aparato,neutro
1981,ukkuyawri,organo,neutro
1982,ukllana,abrazar,positivo
1983,ukllay,abrazar,positivo
1984,uksha,paja,neutro
1985,uku,dentro,positivo
1986,uku kushma,camiseta,neutro
1987,ukucha,raton,neutro
1988,ukumari,oso,neutro
1989,ukunpuray,interrelacion,neutro
1990,ukururu,berro,neutro
1991,ukuyashka,concavo,neutro
1992,ulku,macho animales,neutro
1993,ullu,pene,positivo
1994,uma,cabeza,positivo
1995,uma ruka,dedo de la cabeza  anular,negativo
1996,uma tullu,craneo,positivo
1997,umachi,engano,negativo
1998,umachik,traidor  enganador,negativo
1999,umachiy,enganar,negativo
2000,umachuku,visera,neutro
2001,umamuskuy,fantasia,neutro
2002,umayarina,sensopercepcion,neutro
2003,umayuyana,imaginar,positivo
2004,umayuyay,imaginacion,positivo
2005,umiña,cubo o exaedro,neutro
2006,umiñakunapa yapa-puchu,suma o diferencia de cubos perfectos,positivo
2007,umiñatatki,metro cubico,neutro
2008,umutu,enano,negativo
2009,unaka,caramelo,neutro
2010,unanchashkata pakta rikuchik,sistema de numeraciOn decimal,positivo
2011,unanchay,notacion,positivo
2012,unayay,tardar,neutro
2013,unaypi shamuna pacha,futuro mediato,positivo
2014,unkuk,enfermo,negativo
2015,upa,mudo,negativo
2016,uphiyana,beber,positivo
2017,uray,abajo,negativo
2018,uray suyu,norte,neutro
2019,uraykuy,bajar,negativo
2020,urmana,caer,negativo
2021,urna ñutuku,cerebro,positivo
2022,urpi,tortola,neutro
2023,uru,arana,neutro
2024,usa,piojo,negativo
2025,usaysapa kuskakuna,lugares con poderes,positivo
2026,ushay  atiy,poder,positivo
2027,ushay  ritimuna,energia,positivo
2028,ushaykamakunapash,poderes,positivo
2029,ushi,hija,positivo
2030,ushina  charina,adquirir,positivo
2031,ushu,burro,negativo
2032,ushuhama,nieta,positivo
2033,ushuta,alpargates,neutro
2034,utik,loco,negativo
2035,utikay,locura,negativo
2036,utka,rapido,positivo
2037,utkachiy,abreviar  hacer breve,neutro
2038,utku,hueco,neutro
2039,uyakuy,obedecer,positivo
2040,uyana,oir,positivo
2041,uyana,escuchar,positivo
2042,uyantin,consonante,neutro
2043,uyarichay,poner atencion,positivo
2044,uyarik,sonido,positivo
2045,uyarikancha yachay,fonologia,neutro
2046,uyarikuy,ruido  bulla,negativo
2047,uyaywa,vocal,neutro
2048,uyaywak,sonido.,positivo
2049,uyaywakancha yachay,fonologia,neutro
2050,unanchikrimay,voz,positivo
2051,wacha,sabado,neutro
2052,wacha puncha,sabado,neutro
2053,wachana / pakarina,nacer,positivo
2054,wachariy / pakariy,nacimiento,positivo
2055,wachi,vector o rayo,neutro
2056,wachuchiy,verso,neutro
2057,waka,sagrado,negativo
2058,waka kuskakuna,lugares sagrados,positivo
2059,wakana,llorar,negativo
2060,wakarapuku,cuerno musical instrumento de viento hecho con un cuerno y que sirve a forma de trompeta,positivo
2061,wakayachina,conservar,positivo
2062,wakaychina,guardar,positivo
2063,wakcha,pobre,negativo
2064,wakchi,flecha  lanza  saeta  dardo,neutro
2065,waki,sociedad,positivo
2066,waki kawsaymantawankuri,organizacion socio cultural,positivo
2067,wakichina,preservar,positivo
2068,wakikamay,sociologia,positivo
2069,wakimpi,alguna vez,negativo
2070,wakin,alguno,neutro
2071,wakiy,compartir,positivo
2072,waklishka,danado  podrido,negativo
2073,waklli,crisis,negativo
2074,wakllichik,deterioro,negativo
2075,wakllichina,agravio  dañar,negativo
2076,wakra,ganado,neutro
2077,waksa,lagartija,neutro
2078,waksi,gas,neutro
2079,waksisapa,gaseoso,neutro
2080,waktana,golpe,negativo
2081,waktanakuy,luchar,negativo
2082,walaku,rana comestible,neutro
2083,walinyana,balancear,neutro
2084,wallinku,conejo,positivo
2085,wallka,collar,positivo
2086,wallpa,forma  formacion,positivo
2087,wallpachi yuyay,teoria creacionista,positivo
2088,wallpana,crear  inventar,positivo
2089,wallpari,invento  creacion,positivo
2090,wallpay,estructura,neutro
2091,wallpaykamay,filosofia,neutro
2092,walpana,crear  inventar,positivo
2093,waltaku,pantalon de tela,neutro
2094,waman,gavilan,neutro
2095,wamintsi,rosado,neutro
2096,wampra,joven  adolescente varon,positivo
2097,wampuk,barco  lancha,neutro
2098,wampuk rikutirikancha,puerto mari­timo,neutro
2099,wampulli,bote  canoa  velero  barca pequeña,neutro
2100,wampuna,nadar,positivo
2101,wampuy,natacion,positivo
2102,wampuypi shuwakkuna,piratas  corsario,neutro
2103,wamra,puber,neutro
2104,wanachiy,castigar,negativo
2105,wanchiy,matar,negativo
2106,wankuri,organizacion socio cultural,positivo
2107,wantu,floripondio,neutro
2108,wanu,fertilizante natural,positivo
2109,wanyari,evaporacion,positivo
2110,wara,pantalon de lana,neutro
2111,warakay,lanzamiento,neutro
2112,waranka,mil  1000,neutro
2113,waranka piti,tanto por mil.,neutro
2114,warankakri,milesimo.,neutro
2115,warankaku,kilogramo,neutro
2116,warankawataychi,milenio,neutro
2117,waricha/pampawarmi,prostituta,negativo
2118,warichakay,prostitucion,negativo
2119,warichariy,locura,positivo
2120,warmi,mujer  esposa,positivo
2121,warmi wara,blusa,neutro
2122,warmipurakuyay,lesbianismo,negativo
2123,warunruk  chachu,astro,neutro
2124,washa,espalda,neutro
2125,washa tullu,columna vertebral  espinazo,neutro
2126,washa tullu ñutuku,medula espinal,neutro
2127,washa ñutuku,cerebelo,neutro
2128,washarimay,murmuracion  critica,negativo
2129,washatarimay,murmurar,negativo
2130,wasi,casa,neutro
2131,wasi allpa rantimanta,bienes y raices,positivo
2132,wasiruraykamay,arquitectura,positivo
2133,waska,soga,neutro
2134,waskariklla,ritmo,positivo
2135,wasra,vino,positivo
2136,wata,año,neutro
2137,watapacha,calendario,neutro
2138,watay wasi,prision,negativo
2139,watayuk,edad,positivo
2140,watu,cadena,negativo
2141,watuchina  imashi,adivinar,positivo
2142,wawa,niño,positivo
2143,wawa chumpi,faja-delgada,neutro
2144,wawa kullki kamachik,regla de interes simple.,neutro
2145,wawa mama,placenta,neutro
2146,wawa ruka,dedo meñique,neutro
2147,wawakay,niñez,positivo
2148,wawakullki,interes.,negativo
2149,wawchiy,influencia,negativo
2150,wawki,hermanos,positivo
2151,wawkikay,hermandad entre hombres,positivo
2152,wayay,oxigeno,positivo
2153,waychi,plomo,neutro
2154,wayku,quebrada  barranco,neutro
2155,waykuhaskancha,relieve,neutro
2156,waykukaskancha,relieve,neutro
2157,waylla,verde,neutro
2158,wayllamkay,obrajes,neutro
2159,waylluy,ternura,positivo
2160,wayna,joven  amante.,positivo
2161,wayra,aire  viento,positivo
2162,wayrakata  wayramaytu,atmosfera,positivo
2163,wayrayay,volatilidad,neutro
2164,wayru,octubre,neutro
2165,wayru killa,octubre,neutro
2166,wayta,clavel,positivo
2167,wañuna,morir,negativo
2168,wañuy,muerte,negativo
2169,wañuykamachiy,ley de inquisicion,positivo
2170,wichay,subida  cuesta,negativo
2171,wichay suyu,sur,neutro
2172,wichayana,ascender,positivo
2173,wichisuni,alto,positivo
2174,wichkachik,parentesis,neutro
2175,wichkak chupa,comilla,neutro
2176,wichkak chupa(w),comilla,neutro
2177,wichkashka,encerrado,negativo
2178,wika,escremento,negativo
2179,wikar,cintura,neutro
2180,wiki,lagrima,negativo
2181,wikka mayu,sumo saserdote,positivo
2182,wiksa,barriga  vientre,positivo
2183,wikuriy,flexibilidad,positivo
2184,wilka,ritos,positivo
2185,wilkana,rito,positivo
2186,wilkana  muchana,adorar  venerar,positivo
2187,wilkay,sagrado,positivo
2188,willachik,noticia,positivo
2189,willak hillay,medio de comunicacion,positivo
2190,willak pirka(w),periodico mural,neutro
2191,willak yuyay,oracion enunciativa,positivo
2192,willakpirka,periodico mural,neutro
2193,willana,avisar  informar,positivo
2194,willayhillay,medio de comunicacion,positivo
2195,willaykancha,medios de comunicacion,positivo
2196,williku,espermatozoide,neutro
2197,wilyay  lumyay,llamarada,neutro
2198,winkuchikkuna,parentesis,neutro
2199,winkuk,llaves,neutro
2200,wirakucha,rubicundo  pelirojo  rubio,neutro
2201,wisiyay,crema,neutro
2202,wisnu,materia,negativo
2203,wisya,crema,neutro
2204,witikwitik,tambalear,negativo
2205,witsyayay,subirse,negativo
2206,wiwakamay,ganaderia,neutro
2207,wiwakuna,animales,positivo
2208,wiwika,oveja,positivo
2209,wiwika  llama,oveja,positivo
2210,wiña,generacion,positivo
2211,wiñachina,criar,positivo
2212,wiñachishka shimi,neologismo,neutro
2213,wiñakukllachak (k),almacigos,neutro
2214,wiñana,crecer,positivo
2215,wiñari,desarrollo,positivo
2216,wiñarikpukyu,fuente  vertiente,positivo
